trait_name,trait_value,Species Count
fire_time_from_fire_to_fruiting,45.5813953488372 (1),2
plant_height,15 (3),2
plant_height,15 (1),2
plant_height,10 (1); 20 (1),2
plant_height,10 (1); 2 (1),2
plant_height,1.5 (V); 3 (V),2
fruit_colour,blue (1),2
fruit_colour,blue,2
fruit_colour,black (V); brown (V),2
fruit_colour,black (4),2
fruit_colour,black (3); purple (3),2
plant_height,1.5 (4),2
plant_height,1.1 (V),2
plant_height,1 (V); 1.2 (V),2
plant_height,1 (4),2
fire_time_from_fire_to_fruiting,78.6046511627907 (1),2
fire_time_from_fire_to_fruiting,7.67441860465116 (1),2
fire_time_from_fire_to_fruiting,7.44186046511628 (1),2
fire_time_from_fire_to_fruiting,60.9302325581395 (1),2
fire_time_from_fire_to_fruiting,60 (1),2
fire_time_from_fire_to_fruiting,6.27906976744186 (1),2
fruit_colour,brown (2); green (2),2
fruit_colour,brown (1); white (1); yellow (1),2
fruit_colour,brown (1); purple (1),2
plant_height,1 (1); 1.5 (1); 2 (1),2
plant_height,0.8 (V); 1 (V),2
plant_height,0.8 (2),2
fire_time_from_fire_to_peak_flowering,120 (1),2
fire_time_from_fire_to_peak_flowering,12 (1); 24 (1),2
fire_time_from_fire_to_fruiting,9.30232558139535 (1),2
plant_height,0.6 (1); 1 (1),2
flower_colour,blue_purple (1); green (1); pink (1),2
plant_height,0.5 (1); 1.5 (1),2
plant_height,0.4 (1); 0.5 (1),2
flower_colour,blue_purple (1); pink (1); red_brown (1); yellow_orange (1),2
flower_colour,blue_purple (1); green (1); pink (1); white_cream (1); yellow_orange (1),2
plant_height,0.3 (V); 1 (V); 1.5 (V),2
plant_height,0.3 (V); 0.8 (V),2
plant_height,0.3 (V); 0.5 (V),2
plant_height,0.3 (2); 1 (2),2
plant_height,0.3 (1); 2 (1),2
fruit_colour,brown (3); yellow (3),2
fruit_colour,brown (2); red (2),2
fruit_colour,brown (2); green (2); yellow (2),2
plant_height,0.3 (1); 1 (1),2
plant_height,0.3 (1); 0.7 (1),2
flower_colour,blue_purple (1); red_brown (1); white_cream (1); yellow_orange (1),2
plant_height,0.2 (V); 0.4 (V),2
plant_height,0.2 (3),2
plant_height,0.2 (1); 0.5 (1); 0.7 (1),2
plant_height,0.2 (1); 0.35 (1),2
plant_height,0.15 (1); 0.5 (1); 0.6 (1),2
plant_height,0.1 (V); 0.3 (V),2
flower_colour,green (1); pink (1); white_cream (1); yellow_orange (1),2
fruit_colour,grey (1),2
fruit_colour,green (V); yellow (V),2
fruit_colour,green (3); red (3),2
fruit_colour,green (1); purple (1),2
fruit_colour,brown (V); grey (V),2
plant_height,0.1 (1); 0.3 (1),2
plant_height,0.05 (1); 0.3 (1),2
plant_height,0.05 (1); 0.2 (1),2
plant_height,0.05 (1); 0.15 (1),2
plant_height,0.03 (V),2
plant_height,0.001 (1),2
plant_growth_substrate,terrestrial (V),2
plant_growth_substrate,terrestrial,2
plant_growth_substrate,semiaquatic (1),2
flower_colour,pink (1); red_brown (1); white_cream (1),2
plant_growth_substrate,aquatic (5),2
fruit_colour,pink (1),2
fruit_colour,orange (V),2
fruit_colour,orange (4); red (4),2
fruit_colour,orange (2); yellow (2),2
fruit_colour,orange (1); yellow (1),2
fruit_colour,orange (1),2
plant_growth_substrate,aquatic (1); semiaquatic (1),2
flower_colour,pink (2); white_cream (2),2
flower_colour,pink (2),2
flower_colour,white_cream (1); yellow_orange (1); yellow,2
flower_colour,white; white_cream (1),2
flower_colour,red_brown (V); white_cream (V),2
flower_structural_sex_type,incompletely_unisexual (1); unisexual (1),2
flowering_cues,rain_all_year (1),2
flower_structural_sex_type,unisexual (V),2
plant_growth_form,shrub (19),2
plant_growth_form,shrub (15),2
fruit_colour,purple (2),2
fruit_colour,purple (1); red (1),2
plant_growth_form,shrub (1); tree (1),2
plant_growth_form,herb (V); shrub (V),2
plant_growth_form,graminoid (6); herb (6),2
plant_growth_form,graminoid (2); herb (2),2
plant_growth_form,climber_woody (2),2
plant_growth_form,climber_woody (1); shrub (1),2
plant_growth_form,basal_large (V),2
plant_climbing_mechanism,tendrils (1),2
plant_climbing_mechanism,scrambling (V),2
parasitic,not_parasitic (V),2
parasitic,not_parasitic (8),2
parasitic,not_parasitic (7),2
fruit_colour,white (2),2
fruit_colour,white (1); yellow (1),2
fruit_colour,red (4),2
fruit_colour,red (3); yellow (3),2
fruit_colour,red,2
flowering_time,nnnnnnnnyyyn (4),2
flowering_time,nnnnnnnnnnyy (2),2
nitrogen_fixing,nitrogen_fixer (1); non_nitrogen_fixer (1),2
lifespan,<50 (4),2
lifespan,<50 (3),2
flowering_time,nnnnnnnnnynn (1); nnnnnnnnnyyy (1),2
lifespan,60 (1); <50 (1),2
lifespan,50-500 (3),2
lifespan,50--100 (2),2
lifespan,5 (1); >500 (1),2
lifespan,40 (1); 50--100 (1); 50-500 (1); 80 (1),2
fruiting_time,nnnnnnnnnnyn (1),2
fruit_colour,yellow (4),2
lifespan,30 (1); 5 (1),2
lifespan,25 (1); 50-500 (1),2
flowering_time,nnnnnnnnnyyy (1); nnnnnnnnyyyn (1),2
lifespan,25 (1); 50 (1),2
lifespan,22 (1); <50 (1),2
lifespan,200 (1); 50-500 (1),2
lifespan,200 (1),2
lifespan,20--50 (1); 25 (1); 60 (1); <50 (1),2
lifespan,20--50 (1); 25 (1); 5 (1); <50 (1),2
lifespan,20--50 (1); 22 (1); <50 (1),2
lifespan,20 (1); <50 (1),2
lifespan,20 (1); 40 (1),2
lifespan,15 (1); 50--100 (1); <50 (1),2
flowering_time,nnnnnnnnnyyy (1); ynnnnnnnnnyy (1); yynnnnnnyyyy (1),2
lifespan,100 (1); 200 (1),2
fruiting_time,nnnnnnnnynnn (1),2
flowering_time,nnnnnnnnyyyn (1); yynnnnnnnnny (1); yynnnnnnnnyy (1),2
lifespan,10--20 (1); <50 (1),2
lifespan,10 (1); <10 (1),2
lifespan,10 (1); 60 (1),2
lifespan,10 (1); 40 (1),2
lifespan,10 (1); 25 (1); <50 (1),2
lifespan,10 (1); 25 (1); 50--100 (1); <50 (1),2
lifespan,10 (1); 15 (1),2
lifespan,0--1 (1),2
flowering_time,nnnnnnnnnyyy (V); yynnnnnnyyyy (V),2
life_history,annual (6); biennial (6),2
flowering_time,nnnnnnnnyynn (1); nnnnnnnnyyyn (1),2
flowering_time,nnnnnnnnynnn (1); ynnnnnnnnnnn (1),2
life_history,annual (12),2
life_history,annual (10),2
fruiting_time,nnnnnnyyyynn (1),2
leaf_type,needle (1),2
leaf_type,broadleaf (2),2
flowering_time,nnnnnnnnyynn (3),2
flowering_time,nnnnnnnnyynn (2),2
flowering_time,nnnnnnnnyynn (1); ynnnnnnyyyyy (1),2
flowering_time,nnnnnnnnyynn (1); nnnnnnnyyynn (1),2
germination_treatment,cold,2
genome_size,1.957 (1),2
genome_size,1.227488152 (1),2
fruiting_time,yyyyyyyyynnn (1),2
fruiting_time,yyyyyyyynnnn (1),2
fruiting_time,yyyyyyynnnyy (1),2
fruiting_time,yyyyynnnnnny (1); yyyyyynnnnnn (1),2
fruiting_time,yyyyynnnnnnn (1),2
fruiting_time,yyyynnnnnnnn (1),2
fruiting_time,nnnyyyyynnnn (1),2
fruiting_time,nnnyyyynnnnn (1),2
fruiting_time,nnnyynnnnnnn (1),2
fruiting_time,nnnnnyyyyyyy (1),2
fruiting_time,nnnnnyyyyyyn (1),2
fruiting_time,yyynnnnyyyyy (1),2
fruiting_time,yyynnnnnnnny (1),2
flowering_time,nnnnnnnnyyyn (1); nnnnnnnnyyyy (1),2
flowering_time,nnnnnnnnyynn (V); yynnnnnnyyyy (V),2
flowering_time,nnnnnnnnyynn (V); nnnnnnnnyyyn (V),2
fruiting_time,yynnnnnnnyyy (1),2
fruiting_time,ynnnyyyyyyyy (1),2
fruiting_time,ynnnnnnyyyyy (1),2
fruiting_time,ynnnnnnnnnyy (1); yyynnnnnnnny (1),2
fruiting_time,ynnnnnnnnnny (1),2
fruiting_time,nyyyyyyyyyyn (1),2
fruiting_time,nyyyyyyynnnn (1),2
fruiting_time,nyyyyynnnnnn (1),2
fruiting_time,nnyynnnnnnnn (1),2
flowering_time,nnnnnyyyyynn (V),2
bud_bank_location,apical_buds (2),2
bud_bank_location,basal_buds (2),2
bud_bank_location,basal_buds (1); rhizome (1),2
bud_bank_location,basal_buds (2); basal_stem_buds (2),2
vegetative_reproduction_ability,not_vegetative (8),2
storage_organ,storage_organ (1),2
flowering_time,nnnnynnnnnny (1); nnnnyyyyyyyy (1),1
bud_bank_location,basal_buds (1); bud-bearing_root (1); fleshy_underground_organ (1),1
bud_bank_location,basal_buds (1); basal_stem_buds (1); bud-bearing_root (1); none (1),1
vegetative_reproduction_ability,not_vegetative (5); vegetative (5),1
vegetative_reproduction_ability,not_vegetative (7),1
vegetative_reproduction_ability,vegetative (10),1
vegetative_reproduction_ability,vegetative (13),1
bud_bank_location,bud-bearing_root (1); rhizome_woody (1),1
bud_bank_location,bud-bearing_root (1); stem_tuber (1),1
bud_bank_location,bud-bearing_root (2); rhizome (2),1
bud_bank_location,bud-bearing_root (V); rhizome (V),1
storage_organ,rhizome (2); rhizome_woody (2); root_tuber (2); stem_tuber (2),1
storage_organ,rhizome (2); root_tuber (2),1
bud_bank_location,basal_stem_buds (V); bud-bearing_root (V); none (V),1
bud_bank_location,basal_stem_buds (V); bud-bearing_root (V),1
storage_organ,rhizome (1); root_tuber (1),1
storage_organ,rhizome (1); rhizome_woody (1),1
flowering_time,nnnnyyynnnnn (V); yynnnnnnyyyy (V),1
flowering_time,nnnnyyynnnnn (V),1
flowering_time,nnnnyyynnnnn (1); nnyyyynnnnnn (1); nyyyynnnnnnn (1); yyynnnnnnnny (1); yyyynnnnnnnn (1),1
flowering_time,nnnnyyynnnnn (1); nnnynnnnnnnn (1); nynnnnynnnnn (1); ynnnnnnnyyyy (1),1
flowering_time,nnnnyyynnnnn (1),1
flowering_time,nnnnyynnnnnn (1),1
flowering_time,nnnnynyyyynn (1); nnnnyynnnnnn (1),1
bud_bank_location,basal_buds (V); none (V),1
bud_bank_location,basal_buds (1); bud-bearing_root (1); epicormic_buds (1); none (1),1
storage_organ,rhizome_woody (V); stem_tuber (V),1
storage_organ,rhizome_fleshy (V),1
storage_organ,rhizome (V); root_tuber (V); stem_tuber (V),1
fruiting_time,ynnnnnnnnnnn (1),1
fruiting_time,nyyyyyyyyyyy (1),1
fruiting_time,nyyyyyyyynnn (1),1
fruiting_time,nyyyyyynnnnn (1),1
fruiting_time,nyyynnnnnnnn (1),1
fruiting_time,nyynnnnnnnnn (1),1
fruiting_time,nnyyyyyyyyyy (1),1
fruiting_time,nnyyyyyyyyyn (1); yyyyynnnnnny (1),1
fruiting_time,nnyyyyyyyynn (1); ynnnnnnnnnny (1),1
fruiting_time,nnyyyyyyynnn (1); yyyyyyyynnnn (1),1
fruiting_time,nnyyyyyynnnn (1); yyyyyyyynnny (1),1
fruiting_time,nnyyyyyynnnn (1); yyynnnnnnnnn (1),1
fruiting_time,nnyyyyyynnnn (1); yynnnnnnnnny (1),1
fruiting_time,nnyyyyynnnnn (1),1
fruiting_time,nnyyyynnnnnn (1); yyynnnnnnyyy (1); yyyyyyyyyyyy (1),1
fruiting_time,nnyyynnnnnnn (1); yyyyyynnnnnn (1),1
flowering_time,nnnnnnnnyyyn (1); nnnnnnnyyyyn (1),1
flowering_time,nnnnnnnnyyyn (1); nnnnnnnnyyyy (1); yynnnnnnyyyy (1); yyyyyyyyyyyy (1),1
flowering_time,nnnnnnnnyyyn (1); nnnnnnnnyyyy (1); yynnnnnnnnyy (1); yynnnnnnyyyy (1),1
flowering_time,nnnnnnnnyyyn (1); nnnnnnnnyyyy (1); ynnnyyyyyyyy (1),1
flowering_time,nnnnnnnnyynn (V); nnnnnnnnyyyn (V); nnnnnnnyyyyn (V),1
fruiting_time,yynnnnyyyyyy (1),1
fruiting_time,yynnnnnyyyyy (1),1
fruiting_time,yynnnnnnyyyy (1); yyyyynnnnnny (1),1
fruiting_time,yynnnnnnnyyy (1); yyyyynnnnnny (1); yyyyyynnnnnn (1),1
fruiting_time,yynnnnnnnnyy (1),1
fruiting_time,yynnnnnnnnny (1); yyyyyynnnnnn (1),1
fruiting_time,yynnnnnnnnny (1); yyynnnnnyyyy (1); yyynnnnyyyyy (1),1
fruiting_time,ynnyyynnnnnn (1); yyyynnnnnnnn (1),1
fruiting_time,ynnnnnyyyyyy (1); yynnnnnnyyyy (1),1
fruiting_time,ynnnnnyyyyyy (1),1
fruiting_time,ynnnnnnnnyyy (1),1
fruiting_time,nnnnyynnnnyn (1); nnnyyyyyynnn (1); nnnyyyyyyynn (1); ynnnnnnnnyyy (1),1
fruiting_time,nnnnnyyyyynn (1),1
fruiting_time,yyynnyyyyyyy (1),1
fruiting_time,yyynnnnnyyyy (1),1
fruiting_time,yyynnnnnnyyy (1); yyyyynnnnnny (1),1
fruiting_time,yynnyyyyyyyy (1),1
fruiting_time,yynnnyyyyyyy (1); yyynnnnnnyyy (1),1
fruiting_time,yynnnyyyyyyy (1),1
fruiting_time,yynnnnyyyyyy (1); yyyyyyyyyyyy (1),1
fruiting_time,yynnnnyyyyyy (1); yyyyyyyynnny (1),1
flowering_time,nnnnnnnnyyyn (1); nnnnnyyyynnn (1); yyyyynnnyyyy (1),1
flowering_time,nnnnnnnnyyyn (1); nnnnnynnnnnn (1); nnnnynnnnnyn (1),1
flowering_time,nnnnnnnnyyyn (1); nnnnnnyynnnn (1),1
flowering_time,nnnnnnnnyyyn (1); nnnnnnnyyyyn (1); nnnnnyyyyyyn (1); nnnnnyyyyyyy (1),1
flowering_time,nnnnnnnnyyyn (1); nnnnnnnyyyyn (1); nnnnnnyyyyyy (1); nyyynynyynnn (1); nyyyyyyyyynn (1); yynnynyyyyyn (1),1
flowering_time,nnnnnnnnyyyn (1); nnnnnnnyyyyn (1); nnnnnnyyyynn (1),1
fruiting_time,yyyyyynnnnnn (1); yyyyyyynnnnn (1),1
fruiting_time,yyyyynnyyyyy (1),1
fruiting_time,yyyyynnnyyyy (1); yyyyyynnnnnn (1),1
fruiting_time,yyyyynnnnnyy (1); yyyyyyyyyyyy (1),1
fruiting_time,yyyyynnnnnny (1); yyyyyynnnnny (1),1
fruiting_time,yyyynnnnnyyy (1),1
fruiting_time,yyynynnnnnnn (1),1
fruiting_time,nnnyyyyyyynn (1); yyynnnnnyyyy (1),1
fruiting_time,nnnyyyyyyynn (1); nnyyyyyynnnn (1),1
fruiting_time,nnnyyyyyyynn (1),1
fruiting_time,nnnyyynnynnn (1); nnynnnnnnnnn (1),1
fruiting_time,nnnyyynnnnnn (1),1
fruiting_time,nnnyynnnnnnn (1); ynnnnnnnyyyy (1),1
fruiting_time,nnnynnynnnnn (1); nnyynnnnnnnn (1); yyyyyyynnnyy (1),1
fruiting_time,nnnnyyyyyynn (1); yyyyyyyynnyy (1),1
fruiting_time,nnnnyyyynnnn (1),1
genome_size,0.844198175 (1),1
genome_size,0.834407216 (1),1
genome_size,0.830927174 (1),1
genome_size,0.823267641 (1),1
fruiting_time,yyyyyyyyyyyn (1); yyyyyyyyyyyy (1),1
fruiting_time,yyyyyyyynnyy (1),1
fruiting_time,yyyyyyyynnny (1); yyyyyyyyyyyy (1),1
fruiting_time,yyyyyyyynnny (1); yyyyyyyynnyy (1),1
fruiting_time,yyyyyyynnnyy (1); yyyyyyyynnny (1); yyyyyyyyyyyy (1),1
fruiting_time,yyyyyyynnnny (1),1
fruiting_time,yyyyyynnyyyy (1),1
fruiting_time,yyyyyynnnnyy (1),1
fruiting_time,yyyyyynnnnny (2),1
fruiting_time,yyyyyynnnnny (1); yyyyyyyyyyyy (1),1
fruiting_time,yyyyyynnnnnn (V),1
fruiting_time,yyyyyynnnnnn (1); yyyyyyyyyyyy (1),1
genome_size,1.139964789 (1),1
genome_size,1.139463264 (1),1
genome_size,1.136962248 (1),1
genome_size,1.129032258 (1),1
genome_size,1.127557684 (1),1
genome_size,1.123644252 (1); 1.155734047 (1),1
genome_size,1.084135622 (1),1
genome_size,1.073797678 (1),1
genome_size,1.070247934 (1); 1.088692728 (1); 1.09375 (1); 1.104948805 (1),1
genome_size,0.996153846 (1),1
genome_size,0.913580247 (1); 0.913902611 (1),1
genome_size,0.895883777 (1),1
genome_size,0.892180503 (1),1
genome_size,0.880054366 (1),1
genome_size,0.867671692 (1),1
genome_size,0.863621207 (1),1
genome_size,1.239827669 (1),1
genome_size,1.23627685 (1); 1.271477663 (1),1
genome_size,1.23 (1),1
genome_size,1.228652751 (1),1
genome_size,1.223429381 (1); 1.25181247 (1); 1.315388522 (1),1
genome_size,1.221122112 (1),1
genome_size,1.191900598 (1),1
genome_size,1.19 (1),1
genome_size,1.189164371 (1),1
genome_size,1.186440678 (1),1
genome_size,1.170886076 (1),1
genome_size,1.165616562 (1),1
genome_size,1.160914388 (1),1
genome_size,1.157283289 (1),1
genome_size,1.153161175 (1),1
genome_size,1.14298323 (1),1
genome_size,1.632 (1),1
genome_size,1.612 (1),1
genome_size,1.557 (1),1
genome_size,1.503 (1),1
genome_size,1.499 (1),1
genome_size,1.342 (1),1
genome_size,1.329568789 (1),1
genome_size,1.299548419 (1),1
genome_size,1.29759519 (1),1
genome_size,1.283448959 (1),1
genome_size,1.278381046 (1); 1.305443548 (1); 1.94883371 (1),1
genome_size,1.274606299 (1),1
genome_size,1.273979341 (1),1
genome_size,1.258503401 (1),1
genome_size,1.257281553 (1),1
genome_size,1.245192308 (1),1
genome_size,1.928 (1),1
genome_size,1.894 (1),1
genome_size,1.885 (1),1
genome_size,1.86 (1),1
genome_size,1.799 (1),1
genome_size,1.78 (1),1
genome_size,1.762 (1),1
genome_size,1.76 (1),1
genome_size,1.745 (1),1
genome_size,1.736 (1),1
genome_size,1.727 (1),1
genome_size,1.721 (1),1
genome_size,1.71 (1),1
genome_size,1.707 (1),1
genome_size,1.658 (1),1
genome_size,1.653 (1),1
flowering_time,nnnnnnnnyynn (1); nnnnnynnnnnn (1),1
flowering_time,nnnnnnnnyynn (1); nnnnnnyyyyyn (1),1
flowering_time,nnnnnnnnyynn (1); nnnnnnnyyyyy (1); nnnnnnyyyyyn (1),1
flowering_time,nnnnnnnnyynn (1); nnnnnnnnyyyy (1),1
flowering_time,nnnnnnnnyynn (1); nnnnnnnnyyyn (1); yynnnnnnyyyy (1); yyyynnnnyyyy (1),1
flowering_time,nnnnnnnnyynn (1); nnnnnnnnyyyn (1); nnnnnnnyyyyy (1); ynnnyyyyyyyy (1),1
flowering_time,nnnnnnnnyynn (1); nnnnnnnnyyyn (1); nnnnnnnyyynn (1),1
flowering_time,nnnnnnnnyynn (1); nnnnnnnnyyyn (1); nnnnnnnnyyyy (1); nnnynnnnynnn (1),1
genome_size,35.87 (1),1
genome_size,35.24 (1),1
genome_size,2.64 (1),1
genome_size,2.33 (1),1
genome_size,2.13 (1),1
genome_size,2.128 (1),1
genome_size,2.127 (1),1
genome_size,1.995 (1),1
fruiting_time,nnnnnnynnnnn (1),1
fruiting_time,nnnnnnnyyyyy (1),1
fruiting_time,nnnnnnnyyyyn (1),1
fruiting_time,nnnnnnnyyynn (1),1
fruiting_time,nnnnnnnynnnn (1),1
fruiting_time,nnnnnnnnyyyy (1); nnnnnyyyyyyn (1),1
life_history,annual,1
leaf_type,leafless,1
leaf_type,broadleaf (1); scale (1),1
leaf_type,broadleaf (1); scale,1
leaf_type,broadleaf,1
leaf_type,bipinnate,1
germination_treatment,light,1
flowering_time,nnnnnnnnyynn (5),1
flowering_time,nnnnnnnnyynn (1); nnnnyyyyynnn (1); nnnynnnnnnnn (1); ynnnnnnnyyyy (1); yyyyynnnyyyy (1),1
flowering_time,nnnnnnnnyynn (1); nnnnnynnnnnn (1); yyyyynnnyyyy (1),1
life_history,annual (3); perennial (3),1
life_history,annual (3); biennial (3),1
life_history,annual (2); short_lived_perennial (2),1
life_history,annual (2); biennial (2); perennial (2),1
life_history,annual (13),1
life_history,annual (1); short_lived_perennial (1),1
life_history,annual (1); biennial (1),1
fruiting_time,nnnnnyyyynnn (1); nnnnyyyyyynn (1),1
fruiting_time,nnnnnyyynnnn (1); yyyyyyyynnnn (1),1
fruiting_time,nnnnnyyynnnn (1); nnnnyyyynnnn (1),1
fruiting_time,nnnnnyyynnnn (1),1
fruiting_time,nnnnnyynnnnn (1); nnnynnnnnnnn (1); nyyyyyyynnnn (1),1
fruiting_time,nnnnnnyynnnn (1); yyyyyyyyyyyy (1),1
fruiting_time,nnnnnnyynnnn (1); nnnyyyyynnnn (1); nnyyyyyynnnn (1); nnyyyyyyyyyy (1),1
fruiting_time,nnnnnnynnnyn (1); nyyyynnnnnnn (1),1
fruiting_time,nnnnnnynnnnn (1); nnyyynnnnnnn (1),1
life_history,annual (5); short_lived_perennial (5),1
life_history,annual (5); biennial (5),1
flowering_time,nnnnnnnnynny (1); ynnnnnnyyyyy (1),1
flowering_time,nnnnnnnnynnn (V); nnnnnyyyyyyy (V); ynnnnnnnyyyy (V),1
flowering_time,nnnnnnnnynnn (V); nnnnnnnnyyyy (V); yynnnnnnyyyy (V),1
flowering_time,nnnnnnnnynnn (3),1
flowering_time,nnnnnnnnynnn (2),1
flowering_time,nnnnnnnnynnn (1); yynnnyyyyyyy (1),1
flowering_time,nnnnnnnnynnn (1); yynnnnnnyyyy (1),1
flowering_time,nnnnnnnnynnn (1); yynnnnnnnnny (1); yynnnnnyynny (1),1
flowering_time,nnnnnnnnynnn (1); ynnnnyyyyyyy (1),1
flowering_time,nnnnnnnnynnn (1); nnnnyyyyyynn (1); yynnnnnyyyyy (1),1
flowering_time,nnnnnnnnynnn (1); nnnnynnnnnnn (1); ynnnnnnyyyyy (1); yynnnnnyyyyy (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnynnnnnn (1); ynnyyyyynyny (1),1
life_history,annual (4); biennial (4),1
life_history,annual (3); short_lived_perennial (3),1
flowering_time,nnnnnnnnynnn (1); nnnnnnyyyyyn (1); ynnnnnyyyyyy (1); yynnnnnyyyyy (1); yyyyynnnyyyy (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnnnyyynn (1); nnnnnyyyyyyn (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnnnyyynn (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnnnyynnn (1); nnnnnnnyyyyn (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnnnynnnn (1); nnnnynnnnnnn (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnnnynnnn (1); nnnnnnyyynnn (1); nnnnnyyyynnn (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnnnnyyyy (1); ynnnyyyyyyyy (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnnnnyyyy (1); nnnnnyyyynnn (1); ynnnnyyyyyyy (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnnnnyyyn (1); nnnnnnyyyyyn (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnnnnyyyn (1); nnnnnnnyyyyn (1); nnnnnnyyyynn (1),1
flowering_time,nnnnnnnnynnn (1); nnnnnnnnyyyn (1); nnnnnnnyynnn (1),1
flowering_time,nnnnnnnnnyyy (V); yynnnnnnnnny (V),1
life_history,biennial (5); perennial (5),1
life_history,biennial (5),1
life_history,biennial (4),1
life_history,biennial (3); perennial (3),1
lifespan,10 (1); 20--50 (1); 30 (1); <50 (1),1
lifespan,10 (1); 20 (1); 50-500 (1),1
lifespan,10 (1); 20 (1); 50--100 (1); <50 (1),1
lifespan,10 (1); 20 (1),1
lifespan,10 (1); 100 (1); 50--100 (1); >500 (1),1
lifespan,1--5 (1); 50--100 (1); <50 (1),1
lifespan,1 (1); 5 (1); 50--100 (1); <10 (1),1
lifespan,0--1 (1); <50 (1),1
lifespan,0--1 (1); <1 (1),1
life_history,perennial (f),1
life_history,perennial (2); short_lived_perennial (2),1
