scientific_name,common_name,reserve_name,decimal_latitude,decimal_longitude,date_of_observation,plant_growth_form
Sedum acre,Biting Stonecrop,Thomas Street Depot,-33.96590278,151.013035,1/5/2004 12:00,
Senecio angulatus,Cape Ivy,Not in a reserve,-33.884576,151.007299,16/11/2022 7:54,climber (1); climber_herbaceous (2); herb (5)
Senecio prenanthoides,,Deepwater,-33.948652,150.973816,5/2/2014 0:00,herb (6)
Senecio tenuiflorus,,Lambeth Reserve,-33.971944,150.996667,10/4/2019 0:00,herb (8)
Senna clavigera,,Crest,-33.90961,150.99605,27/6/2023 0:00,herb (3); shrub (2)
Senna clavigera,,Crest,-33.909611,150.996048,27/6/2023 13:06,herb (3); shrub (2)
Senna cotuloides,,Virginius Reserve,-33.960678,151.022552,1/5/2004 12:00,
Senna didymobotrya,Popcorn Bush,Not in a reserve,-33.920406,151.114824,24/10/2021 12:22,shrub (3)
Senna spp.,,Allder Pk,-33.890474,151.007849,1/5/2004 12:00,
Senna spp.,,Jenson Pk,-33.883502,151.01767,1/5/2004 12:00,
Seringia denticulata,,Lansdowne,-33.893876,150.977407,7/3/2008 0:00,shrub (2)
Sertaria geniculata,Knotroot Foxtail,Montgomery Reserve,-33.954794,151.020454,1/5/2004 12:00,
Sisymbrium irio,London Rocket,Lansdowne,-33.899108,150.984505,2/8/2024 10:18,herb (7)
Sisyrinchium micranthum,,Not in a reserve,-33.943214,151.045532,22/10/2021 11:02,geophyte (1); herb (7)
Sisyrinchium micranthum,,Lansdowne,-33.89827,150.976273,4/10/2023 14:00,geophyte (1); herb (7)
Smilax australis,,Not in a reserve,-33.916667,151.116667,,climber (7); climber_herbaceous (9); climber_woody (2); herb (1)
Smilax australis,,Not in a reserve,-33.916667,151.116667,,climber (7); climber_herbaceous (9); climber_woody (2); herb (1)
Solanum betaceum,Tamarillo,Not in a reserve,-33.916667,151.016667,10/10/1941 0:00,tree (5)
Solanum brownii,Giant Devil's Fig,Bellevue,-33.910871,150.998776,1/5/2004 12:00,
Solanum campanulatum,,Lambeth Reserve,-33.971772,150.996708,1/5/2004 12:00,
Solanum campanulatum,,"Lot 5, Prescot Parade Prescot Parade",-33.9447853,150.9769274,1/5/2004 12:00,
Solanum chrysotrichum,Devil`s Fig,Not in a reserve,-33.97,151.04,18/11/2021 0:00,shrub (4); tree (2)
Solanum chrysotrichum,Devil`s Fig,Not in a reserve,-33.97,151.04,19/10/2023 0:00,shrub (4); tree (2)
Solanum linearifolium,,Deepwater,-33.949122,150.973361,14/3/2018 0:00,shrub (6); tree (1)
Solanum linearifolium,,Deepwater,-33.949122,150.973361,14/3/2018 0:00,shrub (6); tree (1)
Solanum pungetium,Eastern Nightshade,Not in a reserve,-33.91509,151.084491,1/9/1904 0:00,herb (7); shrub (1); subshrub (2)
Solanum vescum,Kangaroo Apple,Norfolk Reserve,-33.893604,151.062656,1/5/2004 12:00,
Solenogyne dominii,,Crest,-33.908539,150.99598,1/5/2004 12:00,
Solenogyne dominii,,Lansdowne,-33.896245,150.978391,1/5/2004 12:00,
Solidago altissima,Goldenrod,The River Reserve,-33.972133,151.015581,11/3/2023 13:20,herb (1)
Solidago canadensis,Canadian Goldenrod,The River Reserve,-33.969546,151.016111,1/5/2004 12:00,
Soliva sp.,,Crest,-33.908539,150.99598,1/5/2004 12:00,
Sorghum bicolor,Grain Sorghum,Not in a reserve,-33.943947,151.052567,9/2/2021 10:28,graminoid (6); herb (5); tussock (2)
Sparganium subglobosum,Floating Bur-reed,Not in a reserve,-33.91509,151.084491,2/7/1911 0:00,herb (5)
Spathodea campanulata,West African Tulip Tree,Not in a reserve,-33.889059,150.984657,29/3/2015 11:33,climber_herbaceous (1); tree (2)
Spergularia marina,,Not in a reserve,-33.916667,151.116667,9/7/1965 0:00,herb (11)
Sphagnum australe,,Lansdowne,-33.89425234,150.9770558,9/11/2023 12:00,
Spinifex sericeus,Beach Spinifex,Not in a reserve,-33.91509,151.084491,1/4/1931 0:00,graminoid (6); graminoid_not_tussock (1); herb (5); tussock (3)
Spinifex sericeus,Beach Spinifex,Not in a reserve,-33.91509,151.084491,1/4/1931 0:00,graminoid (6); graminoid_not_tussock (1); herb (5); tussock (3)
Sporadanthus gracilis,,Not in a reserve,-33.979289,151.007574,17/2/2011 0:00,graminoid (3); herb (3); tussock (1)
Sporobolus pyramidalis,Giant Parramatta Grass,Flood Reserve,-33.935995,151.021996,1/5/2004 12:00,
Stephania spp.,Snake Vine,Marion Reserve,-33.914839,151.010151,1/5/2004 12:00,
Stylidium productum,,Not in a reserve,-33.97725,151.003955,23/11/2021 15:26,herb (3)
Stypandra glauca,,Not in a reserve,-33.916667,151.016667,,herb (9)
Styphelia laeta subsp. laeta,,Dilke Reserve,-33.972867,151.035019,1/5/2004 12:00,shrub (3)
Styphelia viridis,,Not in a reserve,-33.971219,151.028823,14/12/2010 0:00,shrub (5)
Styphelia viridis,,Not in a reserve,-33.9569639,150.984274,,shrub (5)
Swainsona formosa,Sturt Pea,Not in a reserve,-33.880972,150.999992,29/3/2013 15:52,herb (6)
Swainsona galegifolia,,Crest,-33.911035,150.996728,7/3/2008 0:00,herb (2); shrub (5)
Syzygium luehmannii,,Deepwater,-33.949066,150.976607,1/5/2004 12:00,
Syzygium moorei,Durobby,Not in a reserve,-33.912606,151.034377,21/3/2022 0:00,tree (4)
Taraxacum,,Lansdowne,-33.89427,150.97705,6/11/2014 0:00,
Taraxacum,,Lansdowne,-33.900655,150.975598,4/5/2021 0:00,
Taraxum officinale,Dandelion,Roberts Road Reserve,-33.90619,151.065494,1/5/2004 12:00,
Teline monospessulana,Montpellier Broom,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Tetraria capillaris,,Not in a reserve,-33.97447,151.007351,14/12/2010 0:00,graminoid (5); herb (6); tussock (1)
Tetraria capillaris,,Not in a reserve,-33.97447,151.007351,14/12/2010 0:00,graminoid (5); herb (6); tussock (1)
Tetratheca neglecta,,Not in a reserve,-33.973447,151.038284,28/5/2009 0:00,shrub (2)
Teucrium argutum,Native Germander,Not in a reserve,-33.933333,150.983333,29/4/1993 0:00,herb (2)
Thaumatophyllum bipinnatifidum,Philodendron,Not in a reserve,-33.915992,151.09722,17/4/2020 13:57,
Thelionema caespitosum,,Not in a reserve,-33.916667,151.1,1886-11-27 00:00:00,herb (9); tussock (1)
Thelionema caespitosum,,Not in a reserve,-33.971219,151.028823,14/12/2010 0:00,herb (9); tussock (1)
Thelymitra carnea,,Not in a reserve,-33.971395,151.028552,19/9/2021 14:18,herb (7)
Thelymitra sp.,Sun Orchid,Dilke Reserve,-33.972867,151.035019,1/5/2004 12:00,
Thelymitra sp.,Sun Orchid,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Thysanotus juncifolius,,Not in a reserve,-33.97447,151.007351,14/12/2010 0:00,graminoid (1); herb (7)
Thysanotus juncifolius,,Not in a reserve,-33.977445,151.015948,21/2/2022 12:09,graminoid (1); herb (7)
Thysanotus spp.,Fringe Lily,Deepwater,-33.949066,150.976607,1/5/2004 12:00,
Toona ciliata,,Deepwater,-33.947905,150.972817,16/4/2007 0:00,tree (8)
Toona ciliata,,Not in a reserve,-33.951399,150.974736,13/4/2011 0:00,tree (8)
Trachelospermum jasminoides,,Not in a reserve,-33.917206,151.022384,28/9/2024 8:47,
Tradescantia majus,Wandering Jew,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Tradescantia sp.,Wandering Jew,Amaroo,-33.908,150.982962,1/5/2004 12:00,
Triglochin microtuberosa,,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Triticum aestivum,Wheat,Band Hall Reserve,-33.89711,151.02064,10/9/2023 0:00,graminoid (6); herb (4)
Triticum aestivum,Wheat,Band Hall Reserve,-33.897115,151.020637,10/9/2023 11:55,graminoid (6); herb (4)
Tritonia gladiolaris,Lined Tritonia,Not in a reserve,-33.972303,151.031997,23/9/2024 9:59,herb (6)
Tulbaghia violacea,Society Garlic,Not in a reserve,-33.944646,150.990702,23/11/2015 0:00,herb (1)
Typha domingensis,,Kelso Creek,-33.950301,150.984015,1/5/2004 12:00,
Typha spp.,,Thomas Street Depot,-33.96590278,151.013035,1/5/2004 12:00,
Typha spp.,,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Typhonium sp.,Typhonium,Crest,-33.908539,150.99598,1/5/2004 12:00,
Urochloa panicoides,,Lansdowne,-33.903896,150.980606,26/11/2023 13:12,graminoid (3); herb (2)
Urtica dioica,,Lansdowne,-33.89297001,150.9768421,23/10/2024 12:00,
Urtica incisa,,Deepwater,-33.949066,150.976607,1/5/2004 12:00,herb (12); shrub (1)
Urtica incisa,,Deepwater,-33.945555,150.979018,23/11/2015 0:00,herb (12); shrub (1)
Utricularia australis,,Not in a reserve,-33.976178,151.00396,1/10/1986 0:00,herb (8)
Utricularia australis,,Not in a reserve,-33.933333,151.0175,18/10/2012 0:00,herb (8)
Utricularia lateriflora,,Not in a reserve,-33.976178,151.00396,1/10/1986 0:00,herb (7)
Utricularia subulata,Bladderwort,Not in a reserve,-33.966372,150.998829,36:58.0,herb (3)
Utricularia uliginosa,,Not in a reserve,-33.976178,151.00396,1/10/1986 0:00,herb (6)
Vernonia sp.,Ironweed,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Vernonia sp.,Ironweed,Ashford Reserve,-33.930003,150.984825,1/5/2004 12:00,
Veronica calycina,Forest Speedwell,East Hills Park,-33.96446,150.982875,1/5/2004 12:00,
Veronica calycina,Forest Speedwell,Tucker,-33.906268,151.002871,1/5/2004 12:00,
Veronica lithophila,,Not in a reserve,-33.966667,151,,herb (2)
Viburnum odoratissimum,,Not in a reserve,-33.917286,151.086075,4/9/2022 11:19,shrub (1); tree (1)
Vicia faba,Broad Bean,Not in a reserve,-33.929974,151.082119,47:28.8,herb (2)
Vicia hirsuta,Hairy Vetch,Not in a reserve,-33.926476,151.085356,8/5/2024 7:14,herb (6)
Vicia hirsuta,Hairy Vetch,Not in a reserve,-33.898606,151.043164,2/8/2024 12:52,herb (6)
Vicia sp.,Vetch,Jenson Pk,-33.883502,151.01767,1/5/2004 12:00,
Vincetoxicum woollsii,Cryptic Forest Twiner,Norfolk Reserve,-33.893288,151.06232,24/8/2022 0:00,climber_herbaceous (4)
Vincetoxicum woollsii,Cryptic Forest Twiner,Not in a reserve,-33.893452,151.063212,23/3/2023 7:56,climber_herbaceous (4)
Viola betonicifolia,,Crest,-33.909349,150.994229,8/10/2004 0:00,herb (9)
Viola betonicifolia,,Band Hall Reserve,-33.896915,151.018952,23/3/2023 12:07,herb (9)
Vittadinia cuneata var. cuneata,,Lansdowne,-33.893423,150.974886,6/11/2014 0:00,herb (7)
Vittadinia cuneata var. cuneata,,Lansdowne,-33.892047,150.971275,23/5/2018 0:00,herb (7)
Vittadinia gracilis,Woolly New Holland Daisy,Miram-Beena,-33.890825,150.971402,24/9/2024 10:59,herb (5); shrub (1); subshrub (3)
Vittadinia spp.,New Holland Daisy,Manahan Reserve,-33.92033,151.006218,1/5/2004 12:00,
Vittadinia spp.,New Holland Daisy,Tucker,-33.906268,151.002871,1/5/2004 12:00,
Vulpia sp.,,Jenson Pk,-33.883502,151.01767,1/5/2004 12:00,
Vulpia sp.,,Walshaw Park,-33.901345,151.004631,1/5/2004 12:00,
Wahlenbergia ceracea,Waxy Bluebell,Deepwater,-33.950022,150.975958,5/2/2014 0:00,herb (6)
Wahlenbergia sp.,,Walshaw Park,-33.901345,151.004631,1/5/2004 12:00,
Watsonia angusta-bulbiferum,Bulbil Watsonia,Airport Reserve,-33.929014,150.985006,1/5/2004 12:00,
Watsonia bulbifera,Bulbil Watsonia,Virginius Reserve,-33.960678,151.022552,1/5/2004 12:00,
Watsonia sp.,Watsonia,Salt Pan Reserve,-33.946515,151.039711,1/5/2004 12:00,
Westringia eremicola,Slender Westringia,Not in a reserve,-33.976075,151.013428,21/5/2023 13:23,shrub (9)
Wurmbea dioica subsp. dioica,Early Nancy,Lansdowne,-33.896626,150.977958,21/12/1998 0:00,herb (7)
Wurmbea dioica subsp. dioica,Early Nancy,Lansdowne,-33.896631,150.977972,21/12/1998 0:00,herb (7)
Wurmbea piperita,,Churchill Reserve,-33.969913,151.028269,1/5/2004 12:00,
Xanthoraceae sp.,Grass Tree,Norfolk Reserve,-33.893604,151.062656,1/5/2004 12:00,
Xanthorrhoea latifolia,Grass Tree,Thomas Street Depot,-33.96590278,151.013035,1/5/2004 12:00,
Xyris complanata,Yellow-eye,Not in a reserve,-33.917139,150.979199,3/12/2024 12:14,herb (7)
Youngia japonica,,Not in a reserve,-33.88949,151.051153,18/8/2023 12:21,herb (4)
Youngia japonica,,Not in a reserve,-33.878673,151.006382,5/9/2024 17:58,herb (4)
Yucca spp.,Yucca,The River Reserve,-33.969546,151.016111,1/5/2004 12:00,
Yucca spp.,Yucca,Thomas Street Depot,-33.96590278,151.013035,1/5/2004 12:00,
Zieria laevigata,Smooth Zieria,The River Reserve,-33.969546,151.016111,1/5/2004 12:00,
Zornia dyctiocarpa var. dyctiocarpa,,Lansdowne,-33.900035,150.980159,7/3/2008 0:00,
logania albiflora,,The Crest Reserve,-33.91092254,150.998445,6/11/2023 12:00,shrub (14); tree (2)
logania albiflora,,Lansdowne,-33.89212877,150.9740341,21/11/2023 12:00,shrub (14); tree (2)
