"species_id","scientific_name"
"1800","Cassinia ochracea"
"1801","Gelsemium sempervirens"
"1802","Geitonoplesium cymosum"
"1803","Physalis peruviana"
"1804","Digitaria didactyla"
"1805","Urena lobata"
"1806","Gladiolus undulatus"
"1807","Rytidosperma pallidum"
"1808","Paraserianthes lophantha subsp. lophantha"
"1809","Lomandra fluviatilis"
"1810","Bryophyllum daigremontianum"
"1811","Spergula arvensis"
"1812","Emmenosperma alphitonioides"
"1813","Banksia integrifolia subsp. integrifolia"
"1814","Phoenix reclinata"
"1815","Nelumbo nucifera"
"1816","Pellaea viridis var. viridis"
"1817","Acacia elongata"
"1818","Opuntia elatior"
"1819","Eucalyptus melliodora"
"1820","Buxus microphylla"
"1821","Tragopogon porrifolius subsp. porrifolius"
"1822","Howea forsteriana"
"1823","Cordyline stricta"
"1824","Cymbonotus lawsonianus"
"1825","Glochidion ferdinandi var. ferdinandi"
"1826","Verbena hispida"
"1827","Paspalidium breviflorum"
"1828","Dianella caerulea var. assera"
"1829","Ficus pumila"
"1830","Centella cordifolia"
"1831","Mentha diemenica"
"1832","Archontophoenix cunninghamiana"
"1833","Eucalyptus umbra"
"1834","Acacia saliciformis"
"1835","Agrostis capillaris"
"1836","Phalaris canariensis"
"1837","Gahnia melanocarpa"
"1838","Photinia serratifolia"
"1839","Lachnagrostis aemula"
"1840","Polygonum arenastrum"
"1841","Dietes robinsoniana"
"1842","Galium leiocarpum"
"1843","Eucalyptus globulus subsp. bicostata"
"1844","Acacia irrorata subsp. irrorata"
"1845","Hibiscus rosa-sinensis"
"1846","Brachyscome triloba"
"1847","Nicotiana tabacum"
"1848","Hibbertia riparia"
"1849","Coronidium rutidolepis"
"1850","Mitrasacme paludosa"
"1851","Sporadanthus gracilis"
"1852","Lepidosperma latens"
"1853","Gleichenia microphylla"
"1854","Hypolaena fastigiata"
"1855","Philodendron bipinnatifidum"
"1856","Hibbertia linearis"
"1857","Eucalyptus consideniana"
"1858","Patersonia sericea var. longifolia"
"1859","Dietes bicolor"
"1860","Pultenaea retusa"
"1861","Utricularia dichotoma"
"1862","Persicaria maculosa"
"1863","Acca sellowiana"
"1864","Erica lusitanica"
"1865","Washingtonia filifera"
"1866","Erigeron conyzoides"
"1867","Diploglottis australis"
"1868","Schoenus moorei"
"1869","Gazania rigens"
"1870","Phalaris aquatica"
"1871","Scleria mackaviensis"
"1872","Orianthera pusilla"
"1873","Spergularia rubra"
"1874","Neoregelia carolinae"
"1875","Rosmarinus officinalis"
"1876","Crassula sarmentosa var. sarmentosa"
"1877","Dichelachne inaequiglumis"
"1878","Bidens bipinnata"
"1879","Morus nigra"
"1880","Eucalyptus canaliculata"
"1881","Chorizema parviflorum"
"1882","Cenchrus purpurascens"
"1883","Plantago coronopus subsp. coronopus"
"1884","Sida spinosa"
"1885","Oxalis chnoodes"
"1886","Aristea ecklonii"
"1887","Cycas revoluta"
"1888","Bromus brevis"
"1889","Allocasuarina diminuta subsp. mimica"
"1890","Cyperus aggregatus"
"1891","Utricularia lateriflora"
"1892","Wahlenbergia ceracea"
"1893","Goodenia bellidifolia subsp. bellidifolia"
"1894","Phyllota grandiflora"
"1895","Canna x generalis"
"1896","Goodenia heterophylla subsp. eglandulosa"
"1897","Seringia denticulata"
"1898","Acacia linearifolia"
"1899","Araucaria heterophylla"
"1900","Utricularia uliginosa"
"1901","Allium tuberosum"
"1902","Dizygotheca elegantissima"
"1903","Eucalyptus caleyi"
"1904","Swainsona galegifolia"
"1905","Ficus benjamina"
"1906","Mesembryanthemum cordifolium"
"1907","Pultenaea mollis"
"1908","Cenchrus ciliaris"
"1909","Bossiaea rhombifolia"
"1910","Pomaderris elliptica var. elliptica"
"1911","Capparis mitchellii"
"1912","Gahnia erythrocarpa"
"1913","Leucopogon microphyllus var. microphyllus"
"1914","Olearia elliptica"
"1915","Eucalyptus mannifera"
"1916","Roldana petasitis"
"1917","Salsola kali var. kali"
"1918","Juniperus chinensis"
"1919","Medicago truncatula"
"1920","Avena sativa"
"1921","Eriocephalus africanus"
"1922","Heptapleurum arboricola"
"1923","Chenopodium murale"
"1924","Thelymitra ixioides var. ixioides"
"1925","Lepidosperma urophorum"
"1926","Bidens tripartita"
"1927","Eucalyptus macrorhyncha"
"1928","Syzygium moorei"
"1929","Isolepis prolifera"
"1930","Eucalyptus major"
"1931","Cissus alata"
"1932","Tulbaghia violacea"
"1933","Pelargonium x asperum"
"1934","Opuntia tomentosa"
"1935","Philotheca salsolifolia"
"1936","Lindsaea trichomanoides"
"1937","Trifolium subterraneum"
"1938","Plumbago zeylanica"
"1939","Acacia schinoides"
"1940","Boronia ledifolia"
"1941","Pinus radiata"
"1942","Styphelia viridis subsp. viridis"
"1943","Daviesia genistifolia"
"1944","Ficus macrophylla f. macrophylla"
"1945","Luzula densiflora"
"1946","Plumeria obtusa"
"1947","Leichhardtia flavescens"
"1948","Kennedia prostrata"
"1949","Eucalyptus sieberi"
"1950","Eucalyptus alligatrix subsp. alligatrix"
"1951","Hakea teretifolia"
"1952","Calotis cuneata"
"1953","Senecio prenanthoides"
"1954","Alchornea ilicifolia"
"1955","Phaseolus vulgaris"
"1956","Iris germanica"
"1957","Hedychium coronarium"
"1958","Juncus effusus"
"1959","Comesperma sphaerocarpum"
"1960","Asterolasia correifolia"
"1961","Fabronia australis"
"1962","Macrocoma tenuis subsp. tenuis"
"1963","Anisomeles moschata"
"1964","Chloris barbata"
