Species Name,Family,Genus,Local Status,Fire Traits
Myrsine variabilis,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (7)', 'fire_time_from_fire_to_flowering': '28.3720930232558 (1); 30 (1)'}"
Notelaea longifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (4)', 'fire_time_from_fire_to_flowering': '24.1860465116279 (1)', 'fire_time_from_fire_to_fruiting': '23.4883720930233 (1)'}"
Notelaea ovata,,,,{'resprouting_capacity': 'resprouts (2)'}
Olearia elliptica,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (1); resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Olearia microphylla,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '19.7674418604651 (1); 24.1860465116279 (1); 36.2790697674419 (1)', 'fire_time_from_fire_to_fruiting': '21.8604651162791 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1); 60 (1)'}"
Olearia viscidula,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Omphacomeria acerba,,,,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Opercularia aspera,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (1)', 'fire_time_from_fire_to_fruiting': '5.34883720930233 (1)'}"
Opercularia diphylla,,,,{'resprouting_capacity': 'fire_killed (1); partial_resprouting (1)'}
Opercularia hispida,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Opercularia varia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '7.67441860465116 (1)', 'fire_time_from_fire_to_fruiting': '7.67441860465116 (1)'}"
Oplismenus hirtellus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'partial_resprouting (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '0.2 (V)', 'fire_time_from_fire_to_flowering': '4.41860465116279 (1)'}"
Orianthera pusilla,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Oxalis exilis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Oxalis perennans,,,,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Oxytes brachypoda,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Ozothamnus diosmifolius,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (3)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '23.2558139534884 (1); 24.1860465116279 (1)', 'fire_time_from_fire_to_fruiting': '24.1860465116279 (1)', 'fire_time_from_fire_to_peak_flowering': '36 (1); 48 (1)'}"
Pandorea pandorana,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'post_fire_flowering': 'fire_enhanced_flowering (1)', 'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_flowering': '12.093023255814 (1); 6.04651162790698 (1)', 'fire_time_from_fire_to_fruiting': '11.6279069767442 (1); 3.6 (1); 7.2 (1)'}"
Panicum effusum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (3)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Panicum simile,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '3.48837209302326 (1); 3.6 (1)', 'fire_time_from_fire_to_fruiting': '3.72093023255814 (1)'}"
Parsonsia lanceolata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Parsonsia straminea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Paspalidium criniforme,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Paspalidium distans,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Paspalum vaginatum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Passiflora herbertiana,,,,"{'resprouting_capacity': 'resprouts (2)', 'fire_time_from_fire_to_flowering': '28.3720930232558 (1)', 'fire_time_from_fire_to_fruiting': '28.3720930232558 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1)'}"
Patersonia glabrata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12.093023255814 (1); 3.6 (1); 8.83720930232558 (1)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)'}"
Patersonia sericea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 24 (1); 6 (1); 7.2093023255814 (1)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)'}"
Pelargonium inodorum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_flowering': '8.13953488372093 (1)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)', 'fire_time_from_fire_to_peak_flowering': '12 (1)'}"
Persicaria decipiens,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'fire_time_from_fire_to_flowering': '4.65116279069767 (1); 4.8 (1)'}"
Persicaria hydropiper,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1)'}"
Persicaria lapathifolia,,,,"{'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_flowering': '4.65116279069767 (1); 4.8 (1)', 'fire_time_from_fire_to_fruiting': '4.65116279069767 (1)'}"
Persoonia lanceolata,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_flowering': '25.1162790697674 (1); 36.2790697674419 (1); 48.3720930232558 (1)', 'fire_time_from_fire_to_fruiting': '45.5813953488372 (1)'}"
Persoonia levis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_flowering': '11.6279069767442 (1); 12 (1); 24.1860465116279 (1); 48 (1)', 'fire_time_from_fire_to_fruiting': '23.2558139534884 (1)'}"
Persoonia linearis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '24.1860465116279 (1); 25.1162790697674 (1); 36.2790697674419 (1)', 'fire_time_from_fire_to_fruiting': '30.9302325581395 (1)'}"
Petrophile sessilis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (1); partial_resprouting (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Philotheca myoporoides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)'}"
Philydrum lanuginosum,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_fruiting': '4.65116279069767 (1)'}"
Phragmites australis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'partial_resprouting (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (3)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 24 (1); 24.1860465116279 (1)', 'fire_time_from_fire_to_fruiting': '16.5116279069767 (1)'}"
Phyllanthus gunnii,,,,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (V)'}"
Phyllanthus hirtellus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_flowering': '10 (1); 12 (1); 5.34883720930233 (1)', 'fire_time_from_fire_to_fruiting': '8.83720930232558 (1)'}"
Phyllanthus virgatus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Phyllota phylicoides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '20 (1)', 'fire_time_from_fire_to_fruiting': '36 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1); 60 (1)'}"
Pimelea linifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (4)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '13.0232558139535 (1); 24 (1); 24.1860465116279 (1)', 'fire_time_from_fire_to_fruiting': '17.4418604651163 (1)', 'fire_time_from_fire_to_peak_flowering': '36 (1); 60 (1)'}"
Grevillea parviflora,,,,{'resprouting_capacity': 'fire_killed (1); partial_resprouting (1)'}
Pittosporum revolutum,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_flowering': '20.4651162790698 (1); 24 (1); 36 (1); 8.37209302325581 (1)', 'fire_time_from_fire_to_fruiting': '9.53488372093023 (1)', 'fire_time_from_fire_to_peak_flowering': '60 (1)'}"
Pittosporum undulatum,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (V)', 'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_flowering': '56.2790697674419 (1); 60.4651162790698 (1)', 'fire_time_from_fire_to_fruiting': '60.9302325581395 (1)'}"
Plantago debilis,,,,"{'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Plantago gaudichaudii,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Platysace ericoides,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (1)', 'fire_time_from_fire_to_fruiting': '24 (1)'}"
Platysace linearifolia,,,,"{'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_flowering': '14.6511627906977 (1); 3.6 (1)', 'fire_time_from_fire_to_fruiting': '14.8837209302326 (1)', 'fire_time_from_fire_to_peak_flowering': '24 (1); 36 (1)'}"
Plectranthus parviflorus,,,,"{'resprouting_capacity': 'fire_killed (5)', 'fire_time_from_fire_to_flowering': '11.3953488372093 (1)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)'}"
Poa affinis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Podolobium ilicifolium,,,,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '8.83720930232558 (1)'}"
Polymeria calycina,,,,"{'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_flowering': '13.2 (1); 8.83720930232558 (1)', 'fire_time_from_fire_to_fruiting': '13.0232558139535 (1)'}"
Pomaderris discolor,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (4)', 'fire_time_from_fire_to_flowering': '32.5581395348837 (1)', 'fire_time_from_fire_to_fruiting': '57.906976744186 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1); 72 (1)'}"
Pomaderris ferruginea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (4)', 'fire_time_from_fire_to_flowering': '24.1860465116279 (1); 32.5581395348837 (1); 36.2790697674419 (1)', 'fire_time_from_fire_to_fruiting': '34.6511627906977 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1); 72 (1)'}"
Pomaderris intermedia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (6)', 'fire_time_from_fire_to_flowering': '20.6976744186047 (1)', 'fire_time_from_fire_to_fruiting': '33.2558139534884 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1); 72 (1)'}"
Pomaderris lanigera,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (V)'}"
Pomaderris ligustrina,,,,{'resprouting_capacity': 'fire_killed (f)'}
Pomax umbellata,,,,"{'resprouting_capacity': 'fire_killed (6)', 'fire_time_from_fire_to_flowering': '12.093023255814 (1); 8.83720930232558 (1)', 'fire_time_from_fire_to_fruiting': '11.3953488372093 (1)'}"
Poranthera ericifolia,,,,"{'resprouting_capacity': 'fire_killed (5)', 'fire_time_from_fire_to_flowering': '11.6279069767442 (1); 8.83720930232558 (1)', 'fire_time_from_fire_to_fruiting': '10 (1)'}"
Poranthera microphylla,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (V); 4.18604651162791 (V)', 'fire_time_from_fire_to_fruiting': '4.18604651162791 (1)'}"
Portulaca oleracea,,,,"{'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_fruiting': '3.48837209302326 (1)'}"
Potamogeton crispus,,,,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Potamogeton ochreatus,,,,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Prasophyllum elatum,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'post_fire_flowering': 'fire_enhanced_flowering (3)', 'resprouting_capacity': 'resprouts (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '8.37209302325581 (1); 9 (1)', 'fire_time_from_fire_to_fruiting': '10 (1)'}"
