Species Name,Family,Genus,Local Status,Fire Traits
Scaevola albida,Goodeniaceae,Scaevola,native,{'resprouting_capacity': 'fire_killed (V)'}
Scaevola ramosissima,Goodeniaceae,Scaevola,native,"{'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_fruiting': '11.8604651162791 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 3.72093023255814 (1)'}"
Schinus molle,Anacardiaceae,Schinus,Exotic,{'post_fire_recruitment': 'post_fire_recruitment (1)'}
Schizomeria ovata,Cunoniaceae,Schizomeria,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (7)'}"
Schoenoplectiella erecta,Cyperaceae,Schoenoplectiella,Exotic,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Schoenoplectus subulatus,Cyperaceae,Schoenoplectus,native,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Schoenoplectus tabernaemontani,Cyperaceae,Schoenoplectus,native,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Schoenus apogon,Cyperaceae,Schoenus,native,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (1); 8.83720930232558 (1)'}"
Schoenus ericetorum,Cyperaceae,Schoenus,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '8.37209302325581 (1)'}"
Schoenus lepidosperma,,,native,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)'}"
Schoenus melanostachys,Cyperaceae,Schoenus,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '11.8604651162791 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 8.13953488372093 (1)'}"
Schoenus moorei,Cyperaceae,Schoenus,native,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '11.8604651162791 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 7.44186046511628 (1)'}"
Schoenus nitens,Cyperaceae,Schoenus,native,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Scleria mackaviensis,Cyperaceae,Scleria,native,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Scutellaria humilis,Lamiaceae,Scutellaria,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)'}"
Selliera radicans,Goodeniaceae,Selliera,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Senecio angulatus,Asteraceae,Senecio,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Senecio bathurstianus,Asteraceae,Senecio,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Senecio diaschides,Asteraceae,Senecio,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Senecio hispidulus,Asteraceae,Senecio,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)', 'fire_time_from_fire_to_flowering': '10 (1); 10.2325581395349 (1); 8.83720930232558 (1)'}"
Senecio madagascariensis,Asteraceae,Senecio,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '4.65116279069767 (1)', 'fire_time_from_fire_to_flowering': '3.48837209302326 (1); 3.6 (1); 6.04651162790698 (1)'}"
Senecio minimus,Asteraceae,Senecio,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '10 (1)'}"
Senecio prenanthoides,Asteraceae,Senecio,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Senecio pterophorus,Asteraceae,Senecio,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '35.8139534883721 (1)'}"
Senecio quadridentatus,Asteraceae,Senecio,native,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'fire_killed (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Senecio tenuiflorus,Asteraceae,Senecio,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Senna barronfieldii,Fabaceae,Senna,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Senna clavigera,Fabaceae,Senna,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Senna didymobotrya,Fabaceae,Senna,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Senna pendula,Fabaceae,Senna,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '19.7674418604651 (1)', 'fire_time_from_fire_to_flowering': '14.1860465116279 (1); 24 (1); 24.1860465116279 (1)'}"
Senna septemtrionalis,Fabaceae,Senna,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Seringia denticulata,Malvaceae,Seringia,native,{'resprouting_capacity': 'resprouts (1)'}
Seringia hillii,Malvaceae,Seringia,native,"{'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_fruiting': '60 (1)'}"
Setaria italica,Poaceae,Setaria,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Setaria palmifolia,Poaceae,Setaria,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_fruiting': '6.97674418604651 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 3.72093023255814 (1)'}"
Setaria parviflora,Poaceae,Setaria,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_fruiting': '2.32558139534884 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 2.09302325581395 (1)'}"
Setaria pumila,Poaceae,Setaria,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Sherardia arvensis,Rubiaceae,Sherardia,Exotic,{'post_fire_recruitment': 'post_fire_recruitment (1)'}
Sida rhombifolia,Malvaceae,Sida,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (2); resprouts (2)', 'fire_time_from_fire_to_fruiting': '6.51162790697674 (1)', 'fire_time_from_fire_to_flowering': '3.48837209302326 (1); 6.51162790697674 (1)', 'fire_time_from_fire_to_peak_flowering': '36 (1)'}"
Sida spinosa,Malvaceae,Sida,Exotic,{'resprouting_capacity': 'fire_killed (f)'}
Sigesbeckia orientalis,Asteraceae,Sigesbeckia,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '3.72093023255814 (1)', 'fire_time_from_fire_to_flowering': '2.55813953488372 (1); 3.72093023255814 (1)'}"
Silene gallica,Caryophyllaceae,Silene,Exotic,{'resprouting_capacity': 'fire_killed (1)'}
Sisymbrium irio,Brassicaceae,Sisymbrium,Exotic,{'resprouting_capacity': 'fire_killed (3)'}
Sisymbrium officinale,Brassicaceae,Sisymbrium,Exotic,{'resprouting_capacity': 'fire_killed (f)'}
Sisyrinchium micranthum,Iridaceae,Sisyrinchium,Exotic,"{'resprouting_capacity': 'fire_killed (1)', 'fire_time_from_fire_to_fruiting': '9.76744186046512 (1)', 'fire_time_from_fire_to_flowering': '9.76744186046512 (1)'}"
Sisyrinchium rosulatum,Iridaceae,Sisyrinchium,Exotic,"{'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)', 'fire_time_from_fire_to_flowering': '9.76744186046512 (1)'}"
Smilax australis,Smilacaceae,Smilax,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment_absent (2)', 'resprouting_capacity': 'resprouts (9)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'fire_time_from_fire_to_flowering': '12 (1); 8.13953488372093 (1)'}"
Smilax glyciphylla,Smilacaceae,Smilax,native,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_fruiting': '11.6279069767442 (1)', 'fire_time_from_fire_to_flowering': '10.6976744186047 (1); 12 (1); 12.093023255814 (1)'}"
Solanum americanum,Solanaceae,Solanum,Exotic,"{'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_fruiting': '8.6046511627907 (1)', 'fire_time_from_fire_to_flowering': '8.6046511627907 (1)'}"
Solanum aviculare,Solanaceae,Solanum,native,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (4)', 'fire_time_from_fire_to_fruiting': '21.8604651162791 (1)', 'fire_time_from_fire_to_flowering': '11.6279069767442 (1)'}"
Solanum chenopodioides,Solanaceae,Solanum,Exotic,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_fruiting': '11.6279069767442 (1)', 'fire_time_from_fire_to_flowering': '1.62790697674419 (1)'}"
Solanum linearifolium,Solanaceae,Solanum,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Solanum lycopersicum,Solanaceae,Solanum,Exotic,"{'fire_time_from_fire_to_fruiting': '6.74418604651163 (1)', 'fire_time_from_fire_to_flowering': '3.48837209302326 (1)'}"
Solanum mauritianum,Solanaceae,Solanum,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_fruiting': '9.53488372093023 (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 8.37209302325581 (1)'}"
Solanum nigrum,Solanaceae,Solanum,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'fire_killed (8)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Solanum prinophyllum,Solanaceae,Solanum,native,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'fire_killed (7)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '36 (V)', 'fire_time_from_fire_to_flowering': '8.13953488372093 (1)'}"
Solanum pungetium,Solanaceae,Solanum,native,{'resprouting_capacity': 'fire_killed (2)'}
Solanum stelligerum,Solanaceae,Solanum,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Solenogyne bellioides,Asteraceae,Solenogyne,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Solidago altissima,Asteraceae,Solidago,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Soliva sessilis,Asteraceae,Soliva,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_fruiting': '10 (1)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Sonchus asper,Asteraceae,Sonchus,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (4)', 'resprouting_capacity': 'fire_killed (7)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (3)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Sonchus oleraceus,Asteraceae,Sonchus,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (2)', 'fire_time_from_fire_to_fruiting': '3.48837209302326 (1)', 'fire_time_from_fire_to_flowering': '3.48837209302326 (2)'}"
Sorghum bicolor,Poaceae,Sorghum,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_fruiting': '5.34883720930233 (1)', 'fire_time_from_fire_to_flowering': '5.34883720930233 (1)'}"
Sorghum halepense,Poaceae,Sorghum,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Sorghum leiocladum,Poaceae,Sorghum,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Sparganium subglobosum,Sparganiaceae,Sparganium,native,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)'}"
Spartium junceum,Fabaceae,Spartium,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Spergularia diandra,Caryophyllaceae,Spergularia,Exotic,{'resprouting_capacity': 'fire_killed (f)'}
Spergularia levis,Caryophyllaceae,Spergularia,Exotic,{'resprouting_capacity': 'fire_killed (f)'}
Spergularia marina,Caryophyllaceae,Spergularia,native,{'resprouting_capacity': 'fire_killed (4)'}
Spergularia rubra,Caryophyllaceae,Spergularia,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (2)'}"
Sphaeromorphaea australis,Asteraceae,Sphaeromorphaea,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Sphagneticola trilobata,Asteraceae,Sphagneticola,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Spinifex sericeus,Poaceae,Spinifex,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '0 (V)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Sporadanthus gracilis,Restionaceae,Sporadanthus,native,{'resprouting_capacity': 'resprouts (2)'}
Sporobolus africanus,Poaceae,Sporobolus,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '4.41860465116279 (1)'}"
Sporobolus creber,Poaceae,Sporobolus,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (1); 3.48837209302326 (1)'}"
Sporobolus elongatus,Poaceae,Sporobolus,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Sporobolus fertilis,Poaceae,Sporobolus,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Sporobolus virginicus,Poaceae,Sporobolus,Native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'resprouting_capacity_proportion_individuals': '1 (3)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Spyridium parvifolium,Rhamnaceae,Spyridium,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Spyridium scortechinii,Rhamnaceae,Spyridium,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_fruiting': '48 (2)'}"
Stachys arvensis,Lamiaceae,Stachys,Exotic,"{'resprouting_capacity': 'fire_killed (3)', 'fire_time_from_fire_to_fruiting': '5.34883720930233 (1)', 'fire_time_from_fire_to_flowering': '3.72093023255814 (1); 5.34883720930233 (1)'}"
Stackhousia viminea,Celastraceae,Stackhousia,native,"{'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)', 'fire_time_from_fire_to_fruiting': '9.76744186046512 (1)', 'fire_time_from_fire_to_flowering': '12.093023255814 (1); 8.6046511627907 (1)'}"
Stellaria flaccida,Caryophyllaceae,Stellaria,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (2)'}"
Stellaria media,Caryophyllaceae,Stellaria,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (3)', 'fire_time_from_fire_to_fruiting': '3.48837209302326 (1)', 'fire_time_from_fire_to_flowering': '3.48837209302326 (1)'}"
Stenanthera pinifolia,Ericaceae,Stenanthera,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)'}"
Stenocarpus sinuatus,Proteaceae,Stenocarpus,native,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Stenotaphrum secundatum,Poaceae,Stenotaphrum,Exotic,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'resprouting_capacity_proportion_individuals': '1 (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Stephania japonica,Menispermaceae,Stephania,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Stylidium graminifolium,Stylidiaceae,Stylidium,native,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_fruiting': '11.8604651162791 (1)', 'fire_time_from_fire_to_flowering': '12 (V)'}"
Stylidium laricifolium,Stylidiaceae,Stylidium,native,"{'resprouting_capacity': 'fire_killed (1); resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (1)'}"
Stylidium lineare,Stylidiaceae,Stylidium,native,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'fire_time_from_fire_to_fruiting': '24.1860465116279 (1)', 'fire_time_from_fire_to_flowering': '21.6279069767442 (1); 24 (1); 24.1860465116279 (1); 9.76744186046512 (1)', 'fire_time_from_fire_to_peak_flowering': '36 (1)'}"
